course_number,course_title,Units,Type,Section,Session,Time,Seats,Registered,Instructor,Room,start_time_of_day,end_time_of_day,day_of_week
ARCH-599,Realtime Computational Representation: Game Engines and Virtual Reality,2.0,Lecture,11349R,001,10:00-11:50am,16,16,Jose Sanchez,WAH B7,10,11.833333333333334,Monday
ARCH-605aL,Integration,6.0,Lecture-Lab,11328D,001,2:00-5:50pm,92,92,Luciana Varkulja,WAH200,14,17.833333333333332,Monday
ARCH-698a,MLArch Thesis,2.0 units,Lecture-Lab,11306D,001,10:00-11:50am,9,9,Alex Robinson,HAR115A,10,11.833333333333334,Monday
ARCH-698a,MLArch Thesis,NA,Lecture-Lab,11314D,001,10:00-11:50am,11,11,Hadley Arnold,HAR102,10,11.833333333333334,Monday
ARCH-793aL,Architecture Directed Design Research Option I,2.0 units,Lecture-Lab,11327D,001,12:00-1:50pm,79,78,Alvin Huang,WAH1,12,13.833333333333334,Monday
ENGL-172g,The Art of Poetry,4.0 units,Lecture,32872D,001,2:00-3:20pm,150,146,Christopher Freeman,THH201,14,15.333333333333334,Monday
ENGL-172g,The Art of Poetry,NA,Discussion,32860D,001,4:00-4:50pm,25,25,Callie Siskel,SOSB47,16,16.833333333333332,Monday
ENGL-172g,The Art of Poetry,NA,Discussion,32861D,001,5:00-5:50pm,25,24,Callie Siskel,SOSB47,17,17.833333333333332,Monday
ENGL-176g,"Los Angeles: the City, the Novel, the Movie",4.0 units,Lecture,32876D,001,10:00-11:50am,150,142,Thomas Gustafson Vanessa Villarreal Alfred Brown Allison Silverberg,THH201,10,11.833333333333334,Monday
ENGL-230g,Shakespeare and His Times 10 .,4.0 units,Lecture,32889D,001,12:00-1:50pm,90,85,Heather James,MRF340,12,13.833333333333334,Monday
ENGL-230g,Shakespeare and His Times 10 .,NA,Discussion,32885D,001,10:00-10:50am,25,18,Megan Herrold,VKC207,10,10.833333333333334,Monday
ENGL-230g,Shakespeare and His Times 10 .,NA,Discussion,32886D,001,11:00-11:50am,25,24,Megan Herrold,VKC207,11,11.833333333333334,Monday
PHIL-256g,"Science, Religion, and the Making of the Modern Mind",4.0 units,Lecture-Discussion,49458R,001,9:00-9:50am,30,29,Zlatan Damnjanovic,THH210,9,9.833333333333334,Monday
PHIL-260gw,Ethical Theory and Practice,NA,Discussion,49474R,001,9:00-9:50am,25,24,Weng Kin San,MHP102,9,9.833333333333334,Monday
PHIL-260gw,Ethical Theory and Practice,NA,Discussion,49475R,001,10:00-10:50am,27,27,Weng Kin San,MHP102,10,10.833333333333334,Monday
ART-105,Art and Design Studio I,NA,Lecture,33799D,001,9:00-11:40am,25,11,Sherin Guirguis Noe Olivas,WAH108,9,11.666666666666666,Monday
ART-110,Drawing for Art and Design,4.0 units,Lecture,33843D,001,12:00-2:40pm,18,15,Keith Mayerson,WAH118,12,14.666666666666666,Monday
ART-110,Drawing for Art and Design,NA,Lecture,33847D,001,9:00-11:40am,18,14,Karen Liebowitz,WAH102A,9,11.666666666666666,Monday
ART-120,Painting I,4.0 units,Lecture,33879D,001,3:00-5:40pm,15,14,Karen Liebowitz,HAR203,15,17.666666666666668,Monday
ART-130,Ceramics I,NA,Lecture,33362D,001,12:00-2:40pm,20,20,Thomas Mueller,WAH107,12,14.666666666666666,Monday
ART-140,Sculpture I,4.0 units,Lecture,33889D,001,3:00-5:40pm,20,10,Jud Fine,WAH108,15,17.666666666666668,Monday
ART-141xg,Creating and Understanding Visuals,4.0 units,Lecture-Lab,33425D,001,9:00-10:50am,35,32,Paul Donald,WAH118,9,10.833333333333334,Monday
ART-150,Introduction to Photography: Process and Concept,4.0 units,Lecture,33860D,001,12:00-2:40pm,16,9,Caroline Clerc,IFT141,12,14.666666666666666,Monday
ART-150,Introduction to Photography: Process and Concept,NA,Lecture,33861D,001,3:00-5:40pm,16,13,Caroline Clerc,IFT141,15,17.666666666666668,Monday
ART-220,Painting II,4.0 units,Lecture,33882D,001,12:00-2:40pm,15,8,Ruth Weisberg,HAR203,12,14.666666666666666,Monday
ART-230,Wheel Throwing,4.0 units,Lecture,33364D,001,9:00-11:40am,17,14,Thomas Mueller,WAH107,9,11.666666666666666,Monday
ART-255,Black and White Film and Darkroom Photography,4.0 units,Lecture,33870D,001,12:00-2:40pm,16,14,Peter Holzhauer,HAR211,12,14.666666666666666,Monday
ART-280,Studio Critique I,NA,Lecture,33801D,001,12:00-2:40pm,16,13,Jennifer West,WAH102B,12,14.666666666666666,Monday
ART-310,Advanced Drawing,4.0 units,Lecture,33850D,001,3:00-5:40pm,9,4,Keith Mayerson,HAR202,15,17.666666666666668,Monday
ART-312,Comics Project,"4.0 units, max 8",Lecture,33852D,001,6:00-8:40pm,20,14,Keith Mayerson,WAH118,18,20.666666666666668,Monday
ART-330,Ceramics II,4.0 units,Lecture,33366D,001,6:00-8:40pm,8,5,Julia Haft-Candell,WAH107,18,20.666666666666668,Monday
ART-370,Printmaking,4.0 units,Lecture,33885D,001,6:00-8:40pm,20,18,Xavier Fumat,HAR117,18,20.666666666666668,Monday
ART-380,Studio Critique II,2.0 units,Lecture,33803D,001,6:00-8:40pm,16,16,Noe Olivas,WAH108,18,20.666666666666668,Monday
ART-410,Topics in Advanced Drawing,"4.0 units, max 12",Lecture,33854D,001,3:00-5:40pm,9,6,Keith Mayerson,HAR202,15,17.666666666666668,Monday
ART-430,Topics in Advanced Ceramics,"4.0 units, max 12",Lecture,33367D,001,6:00-8:40pm,7,5,Julia Haft-Candell,WAH107,18,20.666666666666668,Monday
ART-441,Installation Art,4.0 units,Lecture,33896D,001,12:00-2:40pm,20,11,Jud Fine,WAH108,12,14.666666666666666,Monday
ART-460,Post-Material Studio,"4.0 units, max 8",Lecture,33891D,001,3:00-5:40pm,16,16,Jennifer West,WAH102B,15,17.666666666666668,Monday
ARTL-510,Arts Leadership Practicum,"2.0 units, max 4",Lecture,42445D,001,4:00-5:50pm,10,6,Kenneth Foster,KDC241,16,17.833333333333332,Monday
CRIT-150gp,"Histories of Art, Design and Visual Culture",4.0 units,Lecture,33815D,001,4:00-5:20pm,150,112,Jenny Lin,HAR101,16,17.333333333333332,Monday
CTCS-190g,Introduction to Cinema,NA,Discussion,18020D,001,8:00-8:50am,25,25,NA,SCA310,8,8.833333333333334,Monday
CTCS-190g,Introduction to Cinema,NA,Discussion,18065D,001,11:00-11:50am,25,24,NA,SCI207,11,11.833333333333334,Monday
CTCS-190g,Introduction to Cinema,NA,Discussion,18085D,001,12:00-12:50pm,25,24,NA,SCI207,12,12.833333333333334,Monday
CTCS-190g,Introduction to Cinema,NA,Discussion,18090D,001,12:00-12:50pm,25,25,NA,SCB104,12,12.833333333333334,Monday
CTCS-190g,Introduction to Cinema,NA,Discussion,18140D,001,2:00-2:50pm,25,25,NA,RZC111,14,14.833333333333334,Monday
CTCS-200g,History of the International Cinema I,4.0 units,Lecture,18160D,001,2:00-4:50pm,200,189,Laura Isabel Serna,NCT,14,16.833333333333332,Monday
CTCS-200g,History of the International Cinema I,NA,Discussion,18331D,001,5:00-5:50pm,25,24,NA,SCA203,17,17.833333333333332,Monday
CTCS-200g,History of the International Cinema I,NA,Discussion,18332D,001,5:00-5:50pm,25,25,NA,SCA214,17,17.833333333333332,Monday
CTCS-200g,History of the International Cinema I,NA,Discussion,18339D,001,5:00-5:50pm,25,24,NA,SCA209,17,17.833333333333332,Monday
CTWR-211g,The Television Writer: An Agent of Change,4.0 units,Lecture,19214R,001,1:00-4:50pm,200,199,Barbara Nance,SCA108,13,16.833333333333332,Monday
DANC-212g,Dance in Popular Culture,NA,Lecture,22460R,001,12:00-1:40pm,60,16,Achinta McDaniel,KDC235,12,13.666666666666666,Monday
DANC-280g,Introduction to Dance as an Art Form,4.0 units,Lecture,22479R,001,10:00-11:40am,60,41,Sarah Fried-Gintis,KDC235,10,11.666666666666666,Monday
DANC-312gw,African American Dance,4.0 units,Lecture,22502R,001,2:00-3:40pm,63,60,D Sabela Grimes,KDC235,14,15.666666666666666,Monday
DANC-333gw,Origins of Jazz Dance,4.0 units,Lecture,22513R,001,4:00-5:40pm,60,53,E Moncell Durden,KDC235,16,17.666666666666668,Monday
DES-123xg,The Design Challenge: Exploring the Design Process,4.0 units,Lecture,33428D,001,3:00-4:50pm,25,25,Stephanie Sabo,WAH118,15,16.833333333333332,Monday
DES-323g,Design Theory,4.0 units,Lecture,33455D,001,2:00-3:50pm,55,37,Ceci Moss,HAR101,14,15.833333333333334,Monday
GESM-110g,"Art and Nuclear Technology, Destruction and Contamination",4.0,Lecture,35280D,001,2:00-3:20pm,18,18,Rika Hiro,VKC255,14,15.333333333333334,Monday
GESM-110g,Ecology--Literature and Culture,4.0,Lecture,35284D,001,5:00-6:20pm,17,14,Susan McCabe,VKC255,17,18.333333333333332,Monday
GESM-110g,Six Feet Under--Death and Dying in Contemporary American Fiction,4.0,Lecture,35286D,001,6:30-7:50pm,17,17,Susan Segal,THH209,18.5,19.833333333333332,Monday
GESM-111g,Shelter,4.0,Lecture,35292D,001,10:00-11:20am,17,17,Lauren Matchison,WAH212,10,11.333333333333334,Monday
GESM-111g,Performing Revolutions--Global History of Theatre and Social Change,4.0,Lecture,35293D,001,10:00-11:50am,17,17,Brent Blair,MCC102,10,11.833333333333334,Monday
GESM-111g,Making Drawings,4.0,Lecture,35296D,001,12:00-1:50pm,14,14,Karen Liebowitz,WAH102A,12,13.833333333333334,Monday
GESM-111g,"I Too, Am American--Theatre and Cultural Literacy",4.0,Lecture,35299D,001,12:00-1:50pm,17,17,Anita Dashiell-Sparks,MCC108,12,13.833333333333334,Monday
GESM-111g,Jazz:America's Music,4.0,Lecture,35300D,001,2:00-3:50pm,17,11,John Thomas,MUS204,14,15.833333333333334,Monday
GESM-111g,The Theatre SCene,4.0,Lecture,35301D,001,2:00-3:50pm,17,12,Melinda Finberg,MCC102,14,15.833333333333334,Monday
GESM-111g,Eco-Theatre,4.0,Lecture,35302D,001,2:00-3:50pm,17,10,Oliver Mayer,VKC209,14,15.833333333333334,Monday
GESM-111g,China Goes Un-Pop--Contemporary Chinese Performance,4.0,Lecture,35305D,001,5:00-6:50pm,18,18,Meiling Cheng,VKC160,17,18.833333333333332,Monday
GESM-111g,The Theatre SCene,4.0,Lecture,35306D,001,2:00-3:50pm,17,17,Els Collins,KDC241,14,15.833333333333334,Monday
MPPM-350g,A History of Popular Music,4.0 units,Lecture,47475D,001,2:00-3:50pm,40,28,Nathaniel Sloan,TMC G156,14,15.833333333333334,Monday
MUSC-210g,Electronic Music and Dance Culture,4.0 units,Lecture,47216D,001,2:00-3:50pm,100,96,Sean Nye,BMH100,14,15.833333333333334,Monday
MUSC-250mgw,The Music of Black Americans,4.0 units,Lecture,47220R,001,2:00-3:50pm,60,57,Ron Mc Curdy,KDC240,14,15.833333333333334,Monday
ASCJ-420,The World of Podcasting,4.0,Lecture,21930D,001,6:00-8:50pm,15,8,Willa Seidenberg Misha Euceph,ANN409ABC,18,20.833333333333332,Monday
ASTE-101L,Introduction to Astronautics,4.0 units,Lecture,29100R,001,3:30-4:50pm,45,36,Paul Giuliano Dan Erwin,ZHS163,15.5,16.833333333333332,Monday
ASTR-100Lxg,The Universe,NA,Lecture,50810R,001,2:00-3:20pm,128,128,Vahe Peroomian,SLH200,14,15.333333333333334,Monday
ASTR-400,The Solar System,4.0 units,Lecture,50840R,001,2:00-3:20pm,24,19,Edward Rhodes,GFS213,14,15.333333333333334,Monday
BAEP-450,Fundamentals of Entrepreneurship,NA,Lecture,14375D,001,2:00-3:50pm,60,53,Rob Schoeben,JFF414,14,15.833333333333334,Monday
BAEP-450,Fundamentals of Entrepreneurship,NA,Lecture,14388D,001,12:00-1:50pm,48,47,Rob Schoeben,JFF241,12,13.833333333333334,Monday
BAEP-451,The Management of New Enterprises,NA,Lecture,14379D,001,12:00-1:50pm,53,48,Marianne Szymanski,JFF414,12,13.833333333333334,Monday
BAEP-452,Feasibility Analysis,4.0 units,Lecture,14381D,001,10:00-11:50am,46,42,Helena Yli-Renko,JFF414,10,11.833333333333334,Monday
BAEP-474,The Entrepreneur's Guide to Intellectual Property,2.0 units,Lecture,14402D,001,6:00-7:50pm,60,56,Luke Dauchot,JFF414,18,19.833333333333332,Monday
BAEP-475,Entertainment Entrepreneurship,2.0 units,Lecture,14395D,001,2:00-3:50pm,48,45,Michael Napoliello,JFF416,14,15.833333333333334,Monday
BAEP-475,Entertainment Entrepreneurship,NA,Lecture,14396D,001,4:00-5:50pm,48,41,Michael Napoliello,JFF416,16,17.833333333333332,Monday
BAEP-499,Sales Mindset for Entrepreneurs,2.0,Lecture,14398D,001,6:00-7:50pm,49,44,Garrett Brown Colin Coggins,JFF LL102,18,19.833333333333332,Monday
BAEP-552,Venture Feasibility,NA,Lecture,14415R,033,12:30-1:50pm,36,25,Helena Yli-Renko,JFF417,12.5,13.833333333333334,Monday
BAEP-553,Cases in New Venture Management,1.5-3.0 units,Lecture,14416R,033,2:00-3:20pm,77,73,Steven Mednick,JKP112,14,15.333333333333334,Monday
BAEP-556,Technology Feasibility,3.0 units,Lecture,14418R,033,6:30-9:30pm,48,37,Ivan Nikkhoo,JFF416,18.5,21.5,Monday
BIOC-504,Molecular Biology of Cancer,4.0 units,Lecture,40657D,046,3:00-4:50pm,40,18,Joseph Landolph David Cobrinik Louis Dubeau Mariana Stern Axel Schonthal Robert Maxson Amy Lee Min Yu Darryl Shibata John Carpten Amir Goldkorn Gangning Liang Bodour Salhia Timothy Triche Michael Press Anat Erdreich-Epstein Baruch Frenkel Lee Helman Young-Kwon Hong Yves Declerck,MCH256,15,16.833333333333332,Monday
BIOC-581,Toolbox for Biochemistry and Molecular Biology,4.0 units,Lecture,40425D,046,12:00-3:00pm,50,16,Pragna Patel,CSC250,12,15,Monday
BISC-104Lxg,How the Body Works,4.0 units,Lecture,13001R,001,1:00-1:50pm,120,109,Bruce Yazejian,THH102,13,13.833333333333334,Monday
BISC-120Lg,General Biology: Organismal Biology and Evolution,NA,Lecture,13004D,001,9:00-9:50am,170,142,Trond Sigurdsen,THH101,9,9.833333333333334,Monday
BISC-120Lg,General Biology: Organismal Biology and Evolution,NA,Lecture,13005D,001,10:00-10:50am,200,156,Andrew Gracey,THH101,10,10.833333333333334,Monday
BISC-121Lg,Advanced General Biology: Organismal Biology and Evolution,4.0 units,Lecture,13012D,001,10:00-10:50am,63,61,Jed Fuhrman David Hutchins,ZHS159,10,10.833333333333334,Monday
BISC-150Lxg,The Nature of Human Health and Disease,NA,Lab,13214D,001,10:00-11:50am,18,18,Linda Yuemiao Ding,ZHS458,10,11.833333333333334,Monday
BISC-150Lxg,The Nature of Human Health and Disease,NA,Lab,13215D,001,12:00-1:50pm,18,17,Kujin Tang,ZHS458,12,13.833333333333334,Monday
BISC-150Lxg,The Nature of Human Health and Disease,NA,Lab,13220D,001,2:00-3:50pm,18,17,Linda Yuemiao Ding,ZHS458,14,15.833333333333334,Monday
BISC-230Lxg,The Biology of the Brain,4.0 units,Lecture,13250R,001,12:00-12:50pm,60,46,Bruce Yazejian,ZHS252,12,12.833333333333334,Monday
BISC-230Lxg,The Biology of the Brain,NA,Lab,13253R,001,10:00-11:50am,20,16,Pen-Ning Yu,ZHS372,10,11.833333333333334,Monday
BISC-305g,Statistics for Biological Sciences,NA,Discussion,13035R,001,1:00-1:50pm,18,15,Weili Wang,RRI321,13,13.833333333333334,Monday
BISC-305g,Statistics for Biological Sciences,NA,Discussion,13036R,001,1:00-1:50pm,20,20,Saket Choudhary,RRI301,13,13.833333333333334,Monday
BISC-315L,Introduction to Ecology,4.0 units,Lecture,13299D,001,2:00-3:20pm,19,18,Julie Hopper,VKC208,14,15.333333333333334,Monday
BISC-315L,Introduction to Ecology,NA,Lab,13300R,001,3:30-6:20pm,19,18,Jennifer Beatty,ZHS469,15.5,18.333333333333332,Monday
BISC-320Lg,Molecular Biology,4.0 units,Lecture,13019R,001,11:00-11:50am,264,87,Oscar Aparicio Irene Chiolo Carolyn Phillips,THH101,11,11.833333333333334,Monday
BISC-320Lg,Molecular Biology,NA,Lecture,13020R,001,12:00-12:50pm,264,118,Oscar Aparicio Irene Chiolo Carolyn Phillips,THH101,12,12.833333333333334,Monday
BISC-325,Genetics,4.0 units,Lecture,13340R,001,1:00-1:50pm,144,69,Ian Ehrenreich Sergey Nuzhdin,THH101,13,13.833333333333334,Monday
BISC-325,Genetics,NA,Discussion,13344R,001,3:30-4:50pm,20,10,Albina Ibrayeva,THH115,15.5,16.833333333333332,Monday
BISC-325,Genetics,NA,Discussion,13347R,001,8:30-9:50am,20,18,Joseph Hale,SOSB52,8.5,9.833333333333334,Monday
BISC-330L,Biochemistry,4.0 units,Lecture,13330R,001,12:00-12:50pm,60,38,Christa Bancroft,ZHS352,12,12.833333333333334,Monday
BISC-330L,Biochemistry,NA,Lab,13338R,001,1:00-3:50pm,18,16,Emma Jackson,SGM301,13,15.833333333333334,Monday
BISC-421,Neurobiology,4.0 units,Lecture,13033R,001,11:00-11:50am,204,183,Judith Hirsch Emily Liman Dion Dickman,SAL101,11,11.833333333333334,Monday
BISC-421,Neurobiology,NA,Discussion,13397R,001,2:00-3:50pm,25,24,Refael Levi,ZHS360,14,15.833333333333334,Monday
BISC-438,Nutritional Biochemistry,4.0 units,Lecture,13438R,001,3:00-3:50pm,25,23,Grayson Jaggers,VHE210,15,15.833333333333334,Monday
BISC-444,Practical Analysis of Biological Data in R,2.0 units,Lecture,13444R,001,10:00-12:15pm,45,32,Matt Dean,RRI101,10,12.25,Monday
BISC-462,Sensory Circuits and Systems: From Foundational Studies to Current Concepts,2.0,Lecture,13040D,001,4:00-5:50pm,15,12,Judith Hirsch,HNB120,16,17.833333333333332,Monday
BISC-502a,Molecular Genetics and Biochemistry,4.0 units,Lecture,13499D,001,2:00-3:50pm,40,19,Oscar Aparicio Norman Arnheim Myron Goodman Ian Ehrenreich Irene Chiolo,RRI301,14,15.833333333333334,Monday
BISC-515,Evolution and Human Biology,4.0 units,Lecture,13515D,001,4:00-6:50pm,15,5,Scott Kanoski Lindsey Schier Craig Stanford David Raichlen,AHF259,16,18.833333333333332,Monday
BISC-530,Advanced Seminar in Plankton Biology,2.0 units,Lecture,13530D,001,10:00-12:00pm,19,5,David Caron,AHF259,10,12,Monday
BISC-585,Scientific Writing and Reviewing,2.0 units,Lecture,13585D,001,8:00-9:50am,12,11,David Caron Eric Webb,AHF259,8,9.833333333333334,Monday
BKN-553,Experimental Methods for the Analysis of Human Movement,4.0 units,Lecture,12407R,046,10:00-11:50am,15,12,James Finley,CHP233D,10,11.833333333333334,Monday
BME-101,Introduction to Biomedical Engineering,NA,Lab,29206R,001,1:00-2:50pm,15,13,NA,HED103,13,14.833333333333334,Monday
BME-101,Introduction to Biomedical Engineering,NA,Lab,29207R,001,3:00-4:50pm,15,11,NA,VKC257,15,16.833333333333332,Monday
BME-101,Introduction to Biomedical Engineering,NA,Lecture,29200D,001,2:00-3:20pm,40,31,Jesse Yen,RTH105,14,15.333333333333334,Monday
BME-403L,Physiological Systems,4.0 units,Lecture,29220D,001,8:00-9:20am,40,24,Stan Yamashiro,ZHS252,8,9.333333333333334,Monday
BME-404,Biomechanics,3.0 units,Lecture,29225D,001,5:00-6:20pm,35,31,Edward Ebramzadeh,ZHS163,17,18.333333333333332,Monday
BME-405L,Senior Projects: Measurements and Instrumentation,NA,Lab,29235R,001,2:00-4:50pm,21,13,NA,DRB351,14,16.833333333333332,Monday
BME-406,Introduction to Bioengineering in Medicine,3.0 units,Lecture,29238R,001,3:30-4:50pm,24,20,Keyue Shen,KAP165,15.5,16.833333333333332,Monday
BME-413,Bioengineering Signals and Systems,4.0 units,Lecture,29240D,001,12:00-1:50pm,80,48,Brent Liu,SLH100,12,13.833333333333334,Monday
BME-423,Statistical Methods in Biomedical Engineering,4.0 units,Lecture,29250D,001,10:00-11:50am,35,35,David D'Argenio,VKC260,10,11.833333333333334,Monday
BME-423,Statistical Methods in Biomedical Engineering,NA,Lecture,29255D,001,10:00-11:50am,35,23,Brittany Kay,VHE217,10,11.833333333333334,Monday
BME-501,Advanced Topics in Biomedical Systems,4.0 units,Lecture,29275D,034,9:30-10:50am,20,5,Stan Yamashiro,DEN@Viterbi,9.5,10.833333333333334,Monday
BME-501,Advanced Topics in Biomedical Systems,NA,Lecture,29280D,048,9:30-10:50am,31,31,Stan Yamashiro,RTH109,9.5,10.833333333333334,Monday
BME-513,Signal and Systems Analysis,3.0 units,Lecture,29287D,048,2:00-3:20pm,60,32,Vasilis Marmarelis,GFS207,14,15.333333333333334,Monday
BME-533,Seminar in Bioengineering,"1.0 units, max 3",Lecture,29315D,034,12:30-1:50pm,11,8,Qifa Zhou,DEN@Viterbi,12.5,13.833333333333334,Monday
BME-533,Seminar in Bioengineering,NA,Lecture,29320D,048,12:30-1:50pm,45,27,Qifa Zhou,OHE100C,12.5,13.833333333333334,Monday
BME-566a,"Topics in Health, Technology and Engineering",2.0 units,Lecture,29273D,048,5:00-6:50pm,28,14,Terence Sanger George Tolomiczenko,DRB145A,17,18.833333333333332,Monday
BUAD-100x,Foundations of Finance and Accounting,2.0 units,Lecture,14470D,928,4:00-5:50pm,60,52,Shiing-Wu Wang Smrity Randhawa,JFF414,16,17.833333333333332,Monday
BUAD-201x,Introduction to Business for Non-Majors,4.0 units,Lecture,14490R,001,6:00-9:20pm,48,47,Elizabeth Amini,JFF239,18,21.333333333333332,Monday
BUAD-215x,Foundations of Business Finance,4.0 units,Lecture,14495R,001,8:00-9:50am,97,90,Nimfa Bemis,JFF LL125,8,9.833333333333334,Monday
BUAD-215x,Foundations of Business Finance,NA,Lecture,14496R,001,12:00-1:50pm,97,94,Nimfa Bemis,JFF LL125,12,13.833333333333334,Monday
BUAD-252,Choosing and Planning a Future Career in Business,2.0 units,Lecture,14591D,001,6:00-7:50pm,48,34,Gerald Giaquinta,ACC201,18,19.833333333333332,Monday
BUAD-280,Introduction to Financial Accounting,3.0 units,Lecture,14505D,001,8:00-9:20am,60,57,Merle Hopkins,JFF233,8,9.333333333333334,Monday
BUAD-280,Introduction to Financial Accounting,NA,Lecture,14506D,001,9:30-10:50am,60,57,Merle Hopkins,JFF233,9.5,10.833333333333334,Monday
BUAD-280,Introduction to Financial Accounting,NA,Lecture,14508D,001,11:00-12:20pm,59,52,Ruben Davila,JFF233,11,12.333333333333334,Monday
BUAD-280,Introduction to Financial Accounting,NA,Lecture,14510D,001,12:30-1:50pm,60,57,Merle Hopkins,JFF233,12.5,13.833333333333334,Monday
BUAD-280,Introduction to Financial Accounting,NA,Lecture,14512D,001,2:00-3:20pm,58,56,Eric Allen,JFF233,14,15.333333333333334,Monday
BUAD-280,Introduction to Financial Accounting,NA,Lecture,14514D,001,3:30-4:50pm,58,51,Julie Suh Jung Koo Kang,JFF233,15.5,16.833333333333332,Monday
BUAD-280,Introduction to Financial Accounting,NA,Lecture,14516D,001,4:00-5:20pm,54,50,Eric Allen,ACC310,16,17.333333333333332,Monday
BUAD-281,Introduction to Managerial Accounting,NA,Lecture,14521D,001,8:00-9:20am,48,42,James Leonetti,JFF239,8,9.333333333333334,Monday
BUAD-281,Introduction to Managerial Accounting,NA,Lecture,14523D,001,12:30-1:50pm,46,45,Cecil Jackson,JFF416,12.5,13.833333333333334,Monday
BUAD-281,Introduction to Managerial Accounting,NA,Lecture,14525D,001,2:00-3:20pm,48,47,David Tsui,ACC201,14,15.333333333333334,Monday
